name,price,change_24h,volume_24h,market_cap
PepeFloki,9.818e-07,-1.21,18484826.450636305,636165704.1563479
PepeFlokiAi,0.0008589,0.0,7.0,636165704.1563479
PepeFork INU,7.06e-14,2.87,18484826.450636305,636165704.1563479
PepeFork2.0,1.419e-10,-12.44,239905.0,636165704.1563479
Pepega,1.984e-06,-39.44,18484826.450636305,636165704.1563479
PepeGains,0.0001982,0.0,18484826.450636305,636165704.1563479
PEPEGOLD,6.196e-06,0.0,18484826.450636305,636165704.1563479
PepeGPT,1.84e-10,0.0,18484826.450636305,636165704.1563479
PepeGPT,3.79e-14,0.0,18484826.450636305,636165704.1563479
PEPEJOHNS,1.282e-07,0.0,18484826.450636305,636165704.1563479
Pepeki,2.528e-10,0.0,18484826.450636305,636165704.1563479
PEPEKING,0.0005088,0.0,18484826.450636305,636165704.1563479
Pepelisa,0.001024,0.0,18484826.450636305,636165704.1563479
Pepelon,3.792e-10,0.0,18484826.450636305,636165704.1563479
PEPELON,9.779e-12,0.0,18484826.450636305,636165704.1563479
Pepeminator,2.838e-05,0.0,18484826.450636305,636165704.1563479
PepeMiner,0.000221,0.0,18484826.450636305,636165704.1563479
PEPEMINER,0.002764,0.0,21.0,636165704.1563479
PepeMo,2.367e-11,9.99,18484826.450636305,636165704.1563479
PEPEMON GO,0.2864,0.0,18484826.450636305,636165704.1563479
Pepemon Pepeballs,0.004122,0.0,45.0,636165704.1563479
PEPEMOON,3.155e-11,11.42,18484826.450636305,636165704.1563479
PepeMoon Erc,2.461e-08,0.0,18484826.450636305,636165704.1563479
PepeNetwork,3.948e-05,0.0,18484826.450636305,636165704.1563479
PepePad,8.12e-05,0.0,22500000.0,636165704.1563479
PepePAD,1.475e-05,2.25,18484826.450636305,636165704.1563479
PepePal,0.0141,0.0,18484826.450636305,636165704.1563479
PEPEPi,6.651e-09,0.0,18484826.450636305,636165704.1563479
PEPEPOW,3.427e-06,0.54,18484826.450636305,636165704.1563479
PepePunks,3.155e-07,0.0,18484826.450636305,636165704.1563479
Peper Token,7.513e-10,0.0,408.0,636165704.1563479
PEPERA,4.929e-11,-10.51,18484826.450636305,636165704.1563479
Peperise,9.82e-14,0.0,18484826.450636305,636165704.1563479
Peperonni,2.999e-08,0.0,93221.0,636165704.1563479
PepeSol,0.002663,-5.92,18484826.450636305,636165704.1563479
PepeSquad,7.656e-12,0.0,18484826.450636305,636165704.1563479
PepeStreetBets,3.757e-11,0.0,18484826.450636305,636165704.1563479
PepeTheGrove,6.397e-06,0.0,18484826.450636305,636165704.1563479
Pepetoshi Nakamoto,1.587e-06,0.0,18484826.450636305,636165704.1563479
PepeTrump,0.008224,0.0,67.0,636165704.1563479
PepeTrump,9.767e-08,4.32,18484826.450636305,636165704.1563479
PepeUSDT,2.718e-10,0.0,18484826.450636305,636165704.1563479
PEPEV2,5.495e-11,0.0,18484826.450636305,636165704.1563479
PEPEVERSE,7.057e-11,0.0,18484826.450636305,636165704.1563479
Pepewhale,2.117e-08,0.0,39301.0,636165704.1563479
pepewifhat,1.84e-05,0.07,183.0,636165704.1563479
pepewifhat,9.198e-05,-2.31,185720.0,636165704.1563479
Pepewifhat,0.001279,28.61,18484826.450636305,636165704.1563479
pepeX,5.2e-11,0.0,18484826.450636305,636165704.1563479
PepeXL,3.873e-10,0.0,18484826.450636305,636165704.1563479
PEPEYE,1.9e-15,0.0,672.0,636165704.1563479
PEPEYE 2.0,5.15e-14,-8.11,18484826.450636305,636165704.1563479
PEPEZilla,6.475e-11,0.0,18484826.450636305,636165704.1563479
PepeZombie,3.486e-06,0.0,18484826.450636305,636165704.1563479
Pepi,9.198e-05,0.0,624.0,636165704.1563479
PEPi,36.53,-0.92,35943.0,636165704.1563479
PepInu,4.42e-05,-49.46,18484826.450636305,636165704.1563479
Pepito BSC,4.999e-05,-0.04,18484826.450636305,636165704.1563479
PEPMAN,1e-10,0.0,18484826.450636305,636165704.1563479
Pepona,2.166e-11,0.0,256.0,636165704.1563479
Peppa,0.000993,0.0,18484826.450636305,636165704.1563479
PEPPA,1.539e-09,0.0,18484826.450636305,636165704.1563479
PEPPA,9.526e-11,0.0,18484826.450636305,636165704.1563479
Peppina,1.094e-10,0.0,18484826.450636305,636165704.1563479
PEPURAI,4.153e-10,0.0,18484826.450636305,636165704.1563479
PepVerse,2.968e-11,0.0,18484826.450636305,636165704.1563479
Pepy,1.083e-07,-11.95,5111.0,636165704.1563479
Perezoso,2.747e-09,-2.24,18484826.450636305,636165704.1563479
Perfect World,5.412e-12,0.0,18484826.450636305,636165704.1563479
Perp Inu,0.02756,0.0,18484826.450636305,636165704.1563479
Perpboost,8.307e-05,0.0,18484826.450636305,636165704.1563479
Perpbot,0.06621,0.0,18484826.450636305,636165704.1563479
Perpetual Motion Machine,0.001089,0.0,18484826.450636305,636165704.1563479
Perpetual Wallet,0.0001827,0.0,18484826.450636305,636165704.1563479
Perpetuum,0.001089,0.0,120.0,636165704.1563479
Perproject,0.01147,-0.97,74576.0,636165704.1563479
Perpy,0.003252,1.6,91560.0,636165704.1563479
Perro Dinero,0.002065,-16.79,18484826.450636305,636165704.1563479
Perry,3.49e-14,0.0,306.0,636165704.1563479
Perry The BNB,1.444e-10,7.28,11.0,636165704.1563479
Perry The BNB V2,3.447e-11,2.56,18484826.450636305,636165704.1563479
Perry the Platypus,1.283e-13,0.0,18484826.450636305,636165704.1563479
Perseus Fintech,0.0621,0.0,18484826.450636305,636165704.1563479
Persia,2.13,0.0,18484826.450636305,636165704.1563479
Persistence Staked XPRT,0.6139,0.0,9739.0,636165704.1563479
Pesabase,0.02774,-15.14,889668.0,636165704.1563479
PESHI,4.389e-06,-33.94,18484826.450636305,636165704.1563479
Pest Free Token,1.234e-05,0.0,18484826.450636305,636165704.1563479
Pet Alliance,0.002296,0.0,18484826.450636305,636165704.1563479
Pet Games,3.9e-05,0.0,18484826.450636305,636165704.1563479
Pet Store,3.526e-05,0.0,18484826.450636305,636165704.1563479
Petaverse,7.791e-11,0.0,18484826.450636305,636165704.1563479
Peter Pan,9.154e-05,0.0,18484826.450636305,636165704.1563479
pETH,1038.97,0.0,18484826.450636305,636165704.1563479
pETH18C,0.06232,0.0,18484826.450636305,636165704.1563479
PetLFG,3.746e-05,0.0,18484826.450636305,636165704.1563479
Petoverse,0.1384,0.0,18484826.450636305,636165704.1563479
Petrachor,0.0006203,0.0,18484826.450636305,636165704.1563479
PetroDollar,0.009925,-0.1,18484826.450636305,636165704.1563479
Petroleum OIL,0.1006,0.0,18484826.450636305,636165704.1563479
PetsHelp Coin,1.494e-09,0.0,18484826.450636305,636165704.1563479
Petsneaker,0.0004042,0.0,18484826.450636305,636165704.1563479
Pett Network,0.0134,0.0,18484826.450636305,636165704.1563479
PETWARS,1.431e-06,0.0,18484826.450636305,636165704.1563479
Pew Pew,3.75e-08,0.0,566.0,636165704.1563479
Pexcoin,9.239e-05,1.99,18484826.450636305,636165704.1563479
Pfizer tokenized stock Bittrex,39.42,0.0,18484826.450636305,636165704.1563479
Pfizer tokenized stock FTX,45.0,0.0,18484826.450636305,636165704.1563479
pFTM,0.003501,0.0,18484826.450636305,636165704.1563479
pGALA,0.001999,0.0,18484826.450636305,636165704.1563479
Phaeton,0.009093,0.0,23199.0,636165704.1563479
PHAME,0.2277,2.66,18484826.450636305,636165704.1563479
Phant,0.003865,0.0,18484826.450636305,636165704.1563479
Phantasia Sports,0.0032,0.0,18484826.450636305,636165704.1563479
Phantasma Energy,0.7111,0.0,18484826.450636305,636165704.1563479
Phantom,0.000125,0.0,2429.0,636165704.1563479
Phantom of the Kill,0.0005393,-2.51,57378.0,636165704.1563479
Phantom Protocol,0.0001336,-11.09,18484826.450636305,636165704.1563479
Phantomx,4.31e-05,0.0,18484826.450636305,636165704.1563479
Phat Doge Givings,3.991e-07,0.0,1376.0,636165704.1563479
Phauntem,0.004453,-0.72,822558.0,636165704.1563479
Phemex Token,1.17,-0.7,18484826.450636305,636165704.1563479
Phenix Finance,0.001019,0.0,18484826.450636305,636165704.1563479
Phenix Finance (NEW),1.665e-07,0.0,18484826.450636305,636165704.1563479
Phenix Finance (Polygon),6.574e-06,0.0,18484826.450636305,636165704.1563479
Phiat.io,0.01464,0.0,266.0,636165704.1563479
Philcoin,0.002091,-5.66,18484826.450636305,636165704.1563479
PHILLIPS PAY COIN,0.0001996,0.0,18484826.450636305,636165704.1563479
Philosoraptor,4.683e-05,0.0,18484826.450636305,636165704.1563479
PHIT,0.0003009,0.0,180335.0,636165704.1563479
Phoenic,0.1268,2.04,18484826.450636305,636165704.1563479
Phoenix chain,1.525e-05,0.0,18484826.450636305,636165704.1563479
Phoenix Dragon,0.003986,0.0,685.0,636165704.1563479
PhoenixBNB,3.768e-05,-30.05,18484826.450636305,636165704.1563479
Phoenixchain,1.1e-08,0.0,200.0,636165704.1563479
PhoenixCo Token,0.01461,-0.59,18484826.450636305,636165704.1563479
PhoenixDefi.Finance,0.0003085,0.0,18484826.450636305,636165704.1563479
PhoenxiDefi Finance,0.001,0.0,18484826.450636305,636165704.1563479
Phoneum Green,2.09e-07,0.0,18484826.450636305,636165704.1563479
Phoswap,0.01554,0.0,18484826.450636305,636165704.1563479
PhotoChromic,1.2e-06,0.0,18484826.450636305,636165704.1563479
PhotonLink,6.64e-05,0.0,18484826.450636305,636165704.1563479
PhotonSwap,0.0009173,0.0,18484826.450636305,636165704.1563479
PHUB,3.798e-11,0.0,18484826.450636305,636165704.1563479
Phuket Holiday Coin,0.1078,0.0,203831.0,636165704.1563479
Pi,39.81,-0.44,31110.0,636165704.1563479
Pi INU,7.564e-07,-5.09,39398.0,636165704.1563479
Pi INU 100x,0.0001794,-5.54,60.0,636165704.1563479
Pi Network DeFi,4.125e-05,2.34,18484826.450636305,636165704.1563479
Pi Protocol,0.1481,0.0,112.0,636165704.1563479
PiBridge,0.01022,2.73,18484826.450636305,636165704.1563479
PicaArtMoney,6.143e-05,0.0,18484826.450636305,636165704.1563479
PicArtNFT,2.001e-05,0.0,327081.0,636165704.1563479
Picipo,0.002384,0.0,18484826.450636305,636165704.1563479
Pick or Morty,8.91e-14,0.0,18484826.450636305,636165704.1563479
Pick Or Rick,1.003e-13,0.0,18484826.450636305,636165704.1563479
PICKLE,2.119e-10,0.0,1440000.0,636165704.1563479
Pickle Rick,0.005497,3.9283171415226525,18484826.450636305,636165704.1563479
Pico Coin,0.006293,0.0,18484826.450636305,636165704.1563479
PiConnect,0.001005,0.0,18484826.450636305,636165704.1563479
PIDAO,0.05368,0.0,18484826.450636305,636165704.1563479
Pie Netwrok,2.723e-05,0.0,18484826.450636305,636165704.1563479
Pie Share,1.022e-06,0.0,18484826.450636305,636165704.1563479
PieDAO Balanced Crypto Pie,1.18,0.0,18484826.450636305,636165704.1563479
PieDAO DEFI Large Cap,0.6974,0.0,18484826.450636305,636165704.1563479
PieDAO DEFI Small Cap,1.19,0.0,18484826.450636305,636165704.1563479
PieDAO Yearn Ecosystem Pie,0.7381,0.0,18484826.450636305,636165704.1563479
Pieme,0.0001095,0.0,18484826.450636305,636165704.1563479
PiFinance,3.551e-07,0.0,18484826.450636305,636165704.1563479
Pig 2.0,6.519e-11,0.0,53679.0,636165704.1563479
Pig Finance,2.722e-08,-3.58,18484826.450636305,636165704.1563479
Pig Inu,8.104e-06,0.0,19530000.0,636165704.1563479
Pigcoin,3.286e-06,0.84,138.0,636165704.1563479
Pige Inu,2.209e-10,2.49,18484826.450636305,636165704.1563479
Pigeon,8.437e-10,0.0,4933.0,636165704.1563479
Pigeon In Yellow Boots,0.0001268,-7.29,7.0,636165704.1563479
Pigeoncoin,8.343e-06,4.88,18484826.450636305,636165704.1563479
Pigeonsol,7.588e-07,0.0,18484826.450636305,636165704.1563479
Piggy Bank,0.0001148,0.0,18484826.450636305,636165704.1563479
Piggy bank,7.081e-09,0.0,18484826.450636305,636165704.1563479
Piggy Finance,0.000282,-0.02,18484826.450636305,636165704.1563479
Piggy Finance,0.1602,0.0,18484826.450636305,636165704.1563479
Piggy Planet,5.049e-05,0.0,18484826.450636305,636165704.1563479
Piggy Protocol,0.01141,0.0,18484826.450636305,636165704.1563479
Piggy Share,0.1476,0.0,18484826.450636305,636165704.1563479
PIggyBankDAO,1.23,0.0,9808.0,636165704.1563479
PIGONK,3.632e-05,-6.34,18484826.450636305,636165704.1563479
Pigs Token,148.12,0.0,18484826.450636305,636165704.1563479
PigsCanFly,0.0005291,0.0,18484826.450636305,636165704.1563479
PIGX,0.003101,0.0,164360.0,636165704.1563479
piin (Ordinals),0.0002332,-1.71,10591.0,636165704.1563479
Pika,5.117e-09,-18.01,12.0,636165704.1563479
Pika Protocol,0.6272,1.28,18484826.450636305,636165704.1563479
Pikachu Inu,6.003e-10,0.0,36.0,636165704.1563479
PIKACHU INU,1.135e-13,-0.62,18484826.450636305,636165704.1563479
Pikachueth,2.722e-11,0.0,18484826.450636305,636165704.1563479
Pikamoon,0.003216,0.0,15506.0,636165704.1563479
Pikaster,0.01061,-5.05,2299.0,636165704.1563479
Pikaster,2.285e-05,-1.26,10772.0,636165704.1563479
Pikaster,0.0001758,1.2,18484826.450636305,636165704.1563479
PikaVerse,6.711e-12,0.0,18484826.450636305,636165704.1563479
Pilot,0.003018,0.0,18484826.450636305,636165704.1563479
Pin Token,4.85,-2.53,12823.0,636165704.1563479
Pine,0.007773,-1.11,18484826.450636305,636165704.1563479
Pinecone Finance,0.03552,0.0,1.0,636165704.1563479
PinHub,1.105e-05,-0.65,14760.0,636165704.1563479
Pink,0.0008149,4.93,18484826.450636305,636165704.1563479
Pink BNB,1.523e-08,6.01,18484826.450636305,636165704.1563479
Pink Panther,1.448e-08,0.0,18484826.450636305,636165704.1563479
Pink Panther,2.227e-07,0.0,18484826.450636305,636165704.1563479
Pink Panther Lovers,6.772e-13,0.0,18484826.450636305,636165704.1563479
Pink Vote,2.37e-05,0.0,18484826.450636305,636165704.1563479
Pinkie Inu,8.919e-09,0.0,18484826.450636305,636165704.1563479
Pinknode,0.001918,0.0,18484826.450636305,636165704.1563479
PinkPanda,2.738e-10,0.0,18484826.450636305,636165704.1563479
Pinkslip Finance,0.006777,0.0,1.0,636165704.1563479
Pinnako,0.0007404,-16.81,18484826.450636305,636165704.1563479
Pioneering Decentralized UTXO-Based NFT Social Protocol,0.003201,0.0,18484826.450636305,636165704.1563479
PioneerPay,0.0007197,0.0,18484826.450636305,636165704.1563479
PIP,0.004693,0.0,18484826.450636305,636165704.1563479
Pipa Coin,6.431e-11,0.0,18484826.450636305,636165704.1563479
Pipepe,7.918e-12,0.0,18484826.450636305,636165704.1563479
PiPi,5.209e-09,0.0,18484826.450636305,636165704.1563479
Pipi,1.692e-11,0.0,191.0,636165704.1563479
PIPI,3.889e-09,-14.0,18484826.450636305,636165704.1563479
PiplCoin,0.8311,0.0,18484826.450636305,636165704.1563479
Pippi Finance,0.0004601,-0.01,18484826.450636305,636165704.1563479
Pirate Boy,4.58e-14,0.0,14.0,636165704.1563479
Pirate Coin Games,2.958e-12,11.23,18484826.450636305,636165704.1563479
Pirate Inu,3.597e-11,0.0,18484826.450636305,636165704.1563479
Pirate X Pirate,7.549e-05,0.0,18484826.450636305,636165704.1563479
PirateDAO,0.1313,0.0,18484826.450636305,636165704.1563479
Piratera,0.0001184,0.0,18484826.450636305,636165704.1563479
PiratesKing,0.0006904,0.0,6492.0,636165704.1563479
PIRB,0.03282,12.53,3801.0,636165704.1563479
Pirichain,0.0005571,2.95,288690.0,636165704.1563479
Piss Coin,9.798e-06,0.0,18484826.450636305,636165704.1563479
Pissing Cat,5.348e-09,0.0,18484826.450636305,636165704.1563479
PIST TRUST,0.007026,0.0,18484826.450636305,636165704.1563479
Piston,0.05882,0.0,18484826.450636305,636165704.1563479
Pitbull Inu,5.052e-13,0.0,18484826.450636305,636165704.1563479
Pitch Finance,1.201e-06,0.0,10177.0,636165704.1563479
Piteas,0.07963,9.65,18484826.450636305,636165704.1563479
Pitquidity,7.7e-07,0.0,18484826.450636305,636165704.1563479
Pitquidity-BSC,1.051e-05,0.0,18484826.450636305,636165704.1563479
Pittys,0.0001357,0.0,19775.0,636165704.1563479
PIVN,0.00254,4.65,18484826.450636305,636165704.1563479
PIXEL,19.7,0.0,18484826.450636305,636165704.1563479
Pixel Doge,2.001e-08,0.0,18484826.450636305,636165704.1563479
PIXEL NFT,0.004633,0.0,18484826.450636305,636165704.1563479
Pixel Swap,1.698e-05,0.0,18484826.450636305,636165704.1563479
PixelSQUID,1.23e-05,0.0,6981.0,636165704.1563479
PixelVerse,0.0007379,0.66,36909.0,636165704.1563479
PixelWorldCoin,0.006091,-0.1,18484826.450636305,636165704.1563479
PixiaAI,0.0004023,0.0,354334.0,636165704.1563479
Pixie,0.0002851,3.4,18484826.450636305,636165704.1563479
PixPepe,1.48e-11,0.0,754984.0,636165704.1563479
PIZA (BRC),0.3493,17.09,18484826.450636305,636165704.1563479
Pizon,0.004092,0.0,534.0,636165704.1563479
Pizza Game,2.888e-09,-64.51,18484826.450636305,636165704.1563479
Pizza Inu,4.163e-07,0.0,18484826.450636305,636165704.1563479
PIZZA NFT,2.206e-07,0.0,18484826.450636305,636165704.1563479
Pizza Pug Coin,6.75e-07,0.0,18484826.450636305,636165704.1563479
PizzaSwap,0.01571,0.0,18484826.450636305,636165704.1563479
PKG Token,2.049e-05,1.65,104313.0,636165704.1563479
Pkoin,0.4911,-0.15,859.0,636165704.1563479
PL^Gnet,0.0001289,7.14,18484826.450636305,636165704.1563479
Place Network,0.0001408,0.0,14577.0,636165704.1563479
PlaceWar,0.0001658,0.77,18484826.450636305,636165704.1563479
PlaceWar,1.575e-05,0.0,18484826.450636305,636165704.1563479
PLANET,1.035e-10,0.0,18484826.450636305,636165704.1563479
PLANET,7.03e-05,0.0,5492.0,636165704.1563479
Planet Earth Saver,0.0005659,0.0,18484826.450636305,636165704.1563479
Planet Infinity,6.78,0.0,18484826.450636305,636165704.1563479
Planet Inu,0.0,0.0,130263.0,636165704.1563479
Planet Mojo,0.05905,-1.35,18484826.450636305,636165704.1563479
Planet NFT,4.02e-05,0.0,18484826.450636305,636165704.1563479
Planet Pepe,2.238e-05,0.0,86844.0,636165704.1563479
Planet Sandbox,0.005984,-5.01,18484826.450636305,636165704.1563479
PlanetCats,0.0002033,0.0,18484826.450636305,636165704.1563479
PlanetMemesCoin,6.584e-11,0.0,18484826.450636305,636165704.1563479
PlanetVerse,0.001546,0.0,87134.0,636165704.1563479
Planq,0.02752,-0.82,18484826.450636305,636165704.1563479
Plant Empires,0.0002176,0.0,18484826.450636305,636165704.1563479
Plant Exodus,0.002299,0.0,561875.0,636165704.1563479
PlasticHero,0.1638,-1.14,18484826.450636305,636165704.1563479
Plateau Finance,4.825e-07,0.0,18484826.450636305,636165704.1563479
PLATFORM,3.917e-05,0.0,136605.0,636165704.1563479
Platform of meme coins,1.707e-09,-0.24,7.0,636165704.1563479
PlatinumBAR,0.03119,-48.28,163.0,636165704.1563479
PlatinX,0.0029,3.57,18484826.450636305,636165704.1563479
PLATO DAO,5.527e-05,0.0,18484826.450636305,636165704.1563479
Plato Farm (MARK),6.419e-07,0.0,18484826.450636305,636165704.1563479
Plato Farm (PLATO),6.895e-05,0.0,18484826.450636305,636165704.1563479
Platonic Quintessence,0.002192,0.0,76703.0,636165704.1563479
Play Kingdom,2.2,-5.6,18484826.450636305,636165704.1563479
Play Royal,3.982e-06,0.0,18484826.450636305,636165704.1563479
Play To Maximize,0.007209,0.0,18484826.450636305,636165704.1563479
PlayAndLike,0.096,0.0,7320000.0,636165704.1563479
Playbux,0.1897,1.63,18484826.450636305,636165704.1563479
PlayersOnly,0.0001884,0.0,18484826.450636305,636165704.1563479
PlayGame,9.301e-05,2.18,18484826.450636305,636165704.1563479
Playground,2.131e-05,0.0,18484826.450636305,636165704.1563479
Playkey,0.0008686,17.64,18484826.450636305,636165704.1563479
Playmusic,0.0006372,0.0,12232.0,636165704.1563479
PlayPad,0.001222,-1.52,18484826.450636305,636165704.1563479
PlayPoseidon NFT,0.000218,0.0,18484826.450636305,636165704.1563479
PlaySwap,0.0001519,0.0,18484826.450636305,636165704.1563479
Playtrk,0.006227,0.0,18484826.450636305,636165704.1563479
PLC Ultima,20.99,0.0,9.0,636165704.1563479
PLC Ultima,340.15,-9.27,199733.0,636165704.1563479
Plearn,0.09467,0.4,239458.0,636165704.1563479
PLEB,0.002336,32.46,1167.0,636165704.1563479
PLEB DREKE,6.815e-05,4.36,18484826.450636305,636165704.1563479
Plebe Gaming,0.001506,0.0,5686.0,636165704.1563479
PLEBToken,4.034e-09,-3.19,40538.0,636165704.1563479
Plebz,2.641e-09,-14.6,18484826.450636305,636165704.1563479
Pledge,2.997e-05,0.0,18484826.450636305,636165704.1563479
Pledge Coin,3.798e-05,0.0,18484826.450636305,636165704.1563479
Pledge Finance,0.2019,0.0,18484826.450636305,636165704.1563479
Plenty DeFi,0.01151,-0.95,18484826.450636305,636165704.1563479
PlentyCoin,7.653e-07,0.0,85.0,636165704.1563479
Plerf,4.185e-05,2.27,18484826.450636305,636165704.1563479
Plethori,0.002289,0.0,7127.0,636165704.1563479
PLEXUS,9.57e-05,117.81,18484826.450636305,636165704.1563479
PLNcoin,0.000709,-0.04,18484826.450636305,636165704.1563479
PLOUTΩS,1.102e-06,0.0,18484826.450636305,636165704.1563479
PLS2E.io,0.0007625,0.0,6253.0,636165704.1563479
PLT,0.03568,-1.44,18484826.450636305,636165704.1563479
Plug Chain,3.253e-05,0.0,18484826.450636305,636165704.1563479
Plug Power AI,2.273e-06,0.0,3436.0,636165704.1563479
PlumpyDragons,0.0002233,2.0,18484826.450636305,636165704.1563479
PLUMS,6.462e-10,0.0,18484826.450636305,636165704.1563479
Plunge,0.0002326,0.0,18484826.450636305,636165704.1563479
PLUNZ,3.575e-05,0.0,18484826.450636305,636165704.1563479
PLUSPAD,8.196e-05,0.0,18484826.450636305,636165704.1563479
Pluton Chain,0.0004506,0.0,140.0,636165704.1563479
Plutonians,1.719e-05,-1.65,646.0,636165704.1563479
Plutonians,0.007775,-1.25,18484826.450636305,636165704.1563479
Plutonium,6.249e-06,0.0,18484826.450636305,636165704.1563479
Plutos Network,0.001509,0.0,18484826.450636305,636165704.1563479
PLUTUS,0.02109,0.0,11179.0,636165704.1563479
Plutus ARB,1.11,1.09,18484826.450636305,636165704.1563479
Plutus RDNT,0.6758,0.0,18484826.450636305,636165704.1563479
PlutusFi,1.909e-05,0.0,181699.0,636165704.1563479
Plxyer,0.02101,2.81,18484826.450636305,636165704.1563479
Pmail,5.045e-11,0.0,11.0,636165704.1563479
PMG Coin,0.00106,-1.75,18484826.450636305,636165704.1563479
Pmxx peoples money ,5007.43,0.0,18484826.450636305,636165704.1563479
POC Blockchain,0.326,0.0,18484826.450636305,636165704.1563479
Pochi Inu,4.486e-06,0.0,18484826.450636305,636165704.1563479
Pocket,1.366e-06,0.0,18484826.450636305,636165704.1563479
Pocket Arena,0.01501,0.0,18484826.450636305,636165704.1563479
Pocket Bomb,1.538e-05,0.0,18484826.450636305,636165704.1563479
PocketNode,6.697e-06,0.0,18484826.450636305,636165704.1563479
PocketRocket,1.21e-11,0.0,18484826.450636305,636165704.1563479
PocMon,0.000801,0.0,18484826.450636305,636165704.1563479
PocMon-Old,9.766e-09,0.0,4.0,636165704.1563479
Pocoland,0.0001689,-0.85,18484826.450636305,636165704.1563479
PodFast,0.0004608,0.0,18484826.450636305,636165704.1563479
PODO,2.666e-06,0.0,18484826.450636305,636165704.1563479
Pofi,0.04335,0.0,18484826.450636305,636165704.1563479
Pofid Dao,23.93,0.0,133355.0,636165704.1563479
POG,0.01023,-15.8,423796.0,636165704.1563479
POGAI,5.813e-05,1.98,18484826.450636305,636165704.1563479
Poggers,1.215e-07,0.0,18484826.450636305,636165704.1563479
Poglana,1.927e-10,0.0,18484826.450636305,636165704.1563479
Point Coin,0.00018,0.0,18484826.450636305,636165704.1563479
Point Network,0.003399,0.0,2289.0,636165704.1563479
Poison Finance,0.09041,-5.16,18484826.450636305,636165704.1563479
POKAVZ,0.02074,0.0,18484826.450636305,636165704.1563479
Pokeball,0.006297,0.0,18484826.450636305,636165704.1563479
PokeDX,0.004814,0.0,2.0,636165704.1563479
PokeGROK,4.497e-11,17.49,18484826.450636305,636165704.1563479
POKELON,0.0006504,0.0,6545.0,636165704.1563479
Pokemon,5.366e-13,11.52,18484826.450636305,636165704.1563479
Pokemon 2.0,7.4e-15,0.0,18484826.450636305,636165704.1563479
PokemonPepe,1.106e-12,0.0,36018.0,636165704.1563479
Poken,0.0006895,-1.37,119090.0,636165704.1563479
PokerFI.Finance,0.0004981,0.69,484.0,636165704.1563479
Pokky Cat,5.384e-05,-0.07,18484826.450636305,636165704.1563479
Pokmon,1.647e-08,0.0,18484826.450636305,636165704.1563479
Pokmonsters,0.003054,0.0,1095.0,636165704.1563479
POKOMON,2.208e-05,1.1,18484826.450636305,636165704.1563479
Polaris Finance,326.0,0.0,18484826.450636305,636165704.1563479
Polaris Finance,5.4,0.0,18484826.450636305,636165704.1563479
Polaris Finance,0.00204,0.0,18484826.450636305,636165704.1563479
Polaris Finance,0.1206,0.0,18484826.450636305,636165704.1563479
Polaris Finance Orbital,11988.41,0.0,18484826.450636305,636165704.1563479
POLARNODES,3.035e-05,0.0,18484826.450636305,636165704.1563479
Polars,0.00113,0.0,18484826.450636305,636165704.1563479
POLBOT,0.009034,0.0,18484826.450636305,636165704.1563479
Poleis Finance,0.0001974,0.0,18484826.450636305,636165704.1563479
Police & Thief Game,0.0002934,0.0,18484826.450636305,636165704.1563479
Police and Thief Game,1.864e-06,0.0,18484826.450636305,636165704.1563479
PoliceCats,2.804e-07,0.0,93492.0,636165704.1563479
Polimec,0.4009,-0.51,18484826.450636305,636165704.1563479
Politicoin,0.07617,0.0,18484826.450636305,636165704.1563479
Polka Ventures,0.0,0.0,18484826.450636305,636165704.1563479
PolkaCipher,0.0004903,0.0,18484826.450636305,636165704.1563479
PolkaEx,0.004258,0.0,18484826.450636305,636165704.1563479
PolkaFantasy,0.005514,0.0,13596.0,636165704.1563479
Polkagold,0.1366,-0.88,18484826.450636305,636165704.1563479
Polkainsure Finance,0.5366,0.0,18484826.450636305,636165704.1563479
PolkaInu,2.008e-07,0.0,18484826.450636305,636165704.1563479
PolkaMonster,8.228e-06,0.0,18484826.450636305,636165704.1563479
PolkaParty,0.0003461,0.0,18484826.450636305,636165704.1563479
Polkatrain,0.0242,0.0,78.0,636165704.1563479
Pollchain,0.001443,1.29,18484826.450636305,636165704.1563479
Pollen Coin,0.041,0.0,18484826.450636305,636165704.1563479
Pollo Dollar,0.07151,0.0,18484826.450636305,636165704.1563479
Pollux Coin,0.3488,0.0,18484826.450636305,636165704.1563479
Polly DeFi nest,8.79,0.0,18484826.450636305,636165704.1563479
Polly Finance,8.135e-05,0.0,18484826.450636305,636165704.1563479
POLY Maximus,1.804e-06,0.0,657987.0,636165704.1563479
PolyAlpha Finance,0.1292,-1.38,18484826.450636305,636165704.1563479
PolyBet,0.002697,0.0,1.0,636165704.1563479
PolyBeta Finance,0.1845,0.26,18484826.450636305,636165704.1563479
Polybius,1.12,-0.1,342.0,636165704.1563479
Polycat Finance,0.1695,5.62,18484826.450636305,636165704.1563479
Polychain Monsters Land Genesis Token,7.071e-05,0.0,2.0,636165704.1563479
PolyCub,0.003059,0.17,0.6836,636165704.1563479
POLYDeFI,0.001191,0.41,18484826.450636305,636165704.1563479
PolyDEX,0.003764,0.0,18484826.450636305,636165704.1563479
PolyDragon,1.258e-05,0.78,18484826.450636305,636165704.1563479
PolyFarm EGG,0.002637,0.0,18484826.450636305,636165704.1563479
Polygame,0.01598,0.0,18484826.450636305,636165704.1563479
